Source;Target;Type
6;9;Undirected
6;51;Undirected
6;10;Undirected
6;11;Undirected
6;64;Undirected
6;12;Undirected
6;13;Undirected
6;14;Undirected
6;15;Undirected
6;16;Undirected
6;17;Undirected
6;65;Undirected
6;56;Undirected
6;44;Undirected
6;45;Undirected
6;33;Undirected
6;19;Undirected
6;34;Undirected
6;20;Undirected
6;66;Undirected
6;22;Undirected
6;67;Undirected
6;24;Undirected
6;46;Undirected
6;68;Undirected
69;7;Undirected
69;50;Undirected
69;1;Undirected
69;14;Undirected
69;34;Undirected
69;20;Undirected
69;59;Undirected
70;64;Undirected
70;29;Undirected
70;43;Undirected
70;18;Undirected
70;19;Undirected
70;71;Undirected
40;5;Undirected
40;31;Undirected
40;13;Undirected
40;17;Undirected
40;33;Undirected
40;34;Undirected
40;20;Undirected
40;59;Undirected
40;35;Undirected
40;46;Undirected
36;4;Undirected
36;5;Undirected
36;39;Undirected
36;6;Undirected
36;62;Undirected
36;42;Undirected
36;7;Undirected
36;28;Undirected
36;9;Undirected
36;51;Undirected
36;10;Undirected
36;12;Undirected
36;14;Undirected
36;54;Undirected
36;17;Undirected
36;55;Undirected
36;43;Undirected
36;44;Undirected
36;33;Undirected
36;34;Undirected
36;57;Undirected
36;20;Undirected
36;66;Undirected
36;60;Undirected
36;35;Undirected
62;6;Undirected
62;36;Undirected
62;7;Undirected
62;8;Undirected
62;28;Undirected
62;9;Undirected
62;10;Undirected
62;11;Undirected
62;72;Undirected
62;12;Undirected
62;13;Undirected
62;14;Undirected
62;73;Undirected
62;15;Undirected
62;16;Undirected
62;17;Undirected
62;43;Undirected
62;56;Undirected
62;44;Undirected
62;18;Undirected
62;45;Undirected
62;19;Undirected
62;74;Undirected
62;22;Undirected
62;75;Undirected
62;23;Undirected
62;24;Undirected
62;46;Undirected
62;61;Undirected
62;25;Undirected
62;68;Undirected
47;39;Undirected
47;6;Undirected
47;50;Undirected
47;76;Undirected
47;55;Undirected
47;58;Undirected
47;22;Undirected
47;77;Undirected
47;68;Undirected
41;5;Undirected
41;6;Undirected
41;7;Undirected
41;8;Undirected
41;28;Undirected
41;50;Undirected
41;9;Undirected
41;11;Undirected
41;64;Undirected
41;13;Undirected
41;14;Undirected
41;73;Undirected
41;78;Undirected
41;15;Undirected
41;16;Undirected
41;17;Undirected
41;56;Undirected
41;44;Undirected
41;45;Undirected
41;19;Undirected
41;74;Undirected
41;20;Undirected
41;21;Undirected
41;66;Undirected
41;23;Undirected
41;67;Undirected
41;46;Undirected
41;25;Undirected
41;2;Undirected
42;5;Undirected
42;36;Undirected
42;7;Undirected
42;11;Undirected
42;74;Undirected
42;20;Undirected
42;21;Undirected
42;66;Undirected
42;75;Undirected
42;23;Undirected
42;2;Undirected
42;68;Undirected
48;39;Undirected
48;1;Undirected
48;14;Undirected
48;54;Undirected
48;34;Undirected
48;79;Undirected
48;20;Undirected
48;59;Undirected
7;3;Undirected
7;4;Undirected
7;5;Undirected
7;6;Undirected
7;69;Undirected
7;36;Undirected
7;62;Undirected
7;41;Undirected
7;42;Undirected
7;28;Undirected
7;50;Undirected
7;9;Undirected
7;10;Undirected
7;11;Undirected
7;13;Undirected
7;14;Undirected
7;73;Undirected
7;15;Undirected
7;16;Undirected
7;17;Undirected
7;43;Undirected
7;56;Undirected
7;44;Undirected
7;18;Undirected
7;45;Undirected
7;19;Undirected
7;34;Undirected
7;74;Undirected
7;20;Undirected
7;21;Undirected
7;66;Undirected
7;22;Undirected
7;23;Undirected
7;67;Undirected
7;24;Undirected
7;46;Undirected
63;6;Undirected
63;37;Undirected
63;10;Undirected
63;11;Undirected
63;13;Undirected
63;65;Undirected
63;22;Undirected
31;30;Undirected
31;39;Undirected
31;40;Undirected
31;28;Undirected
31;50;Undirected
31;13;Undirected
31;14;Undirected
31;15;Undirected
31;17;Undirected
31;33;Undirected
31;19;Undirected
31;34;Undirected
31;20;Undirected
31;59;Undirected
31;66;Undirected
31;35;Undirected
31;75;Undirected
31;23;Undirected
31;80;Undirected
31;2;Undirected
31;68;Undirected
49;39;Undirected
49;53;Undirected
49;81;Undirected
49;57;Undirected
49;60;Undirected
8;3;Undirected
8;6;Undirected
8;62;Undirected
8;41;Undirected
8;28;Undirected
8;9;Undirected
8;11;Undirected
8;13;Undirected
8;14;Undirected
8;15;Undirected
8;16;Undirected
8;17;Undirected
8;43;Undirected
8;56;Undirected
8;44;Undirected
8;19;Undirected
8;74;Undirected
8;66;Undirected
8;35;Undirected
8;46;Undirected
8;25;Undirected
8;68;Undirected
28;27;Undirected
28;39;Undirected
28;36;Undirected
28;62;Undirected
28;41;Undirected
28;7;Undirected
28;31;Undirected
28;8;Undirected
28;9;Undirected
28;29;Undirected
28;15;Undirected
28;17;Undirected
28;43;Undirected
28;44;Undirected
28;18;Undirected
28;19;Undirected
28;74;Undirected
28;22;Undirected
28;67;Undirected
28;46;Undirected
28;61;Undirected
28;25;Undirected
28;38;Undirected
28;2;Undirected
50;39;Undirected
50;6;Undirected
50;69;Undirected
50;47;Undirected
50;41;Undirected
50;7;Undirected
50;31;Undirected
50;9;Undirected
50;1;Undirected
50;13;Undirected
50;14;Undirected
50;73;Undirected
50;54;Undirected
50;17;Undirected
50;19;Undirected
50;83;Undirected
50;20;Undirected
50;59;Undirected
50;21;Undirected
50;66;Undirected
50;22;Undirected
50;35;Undirected
50;77;Undirected
50;75;Undirected
50;23;Undirected
50;80;Undirected
50;68;Undirected
37;4;Undirected
37;6;Undirected
37;63;Undirected
37;10;Undirected
37;11;Undirected
37;64;Undirected
37;65;Undirected
37;22;Undirected
9;3;Undirected
9;4;Undirected
9;5;Undirected
9;6;Undirected
9;36;Undirected
9;62;Undirected
9;41;Undirected
9;7;Undirected
9;8;Undirected
9;28;Undirected
9;50;Undirected
9;10;Undirected
9;11;Undirected
9;12;Undirected
9;29;Undirected
9;14;Undirected
9;15;Undirected
9;16;Undirected
9;17;Undirected
9;43;Undirected
9;56;Undirected
9;44;Undirected
9;18;Undirected
9;45;Undirected
9;19;Undirected
9;74;Undirected
9;67;Undirected
9;24;Undirected
9;46;Undirected
9;61;Undirected
9;25;Undirected
9;38;Undirected
9;2;Undirected
51;39;Undirected
51;6;Undirected
51;36;Undirected
51;1;Undirected
51;11;Undirected
51;55;Undirected
51;59;Undirected
51;2;Undirected
1;0;Undirected
1;39;Undirected
1;69;Undirected
1;48;Undirected
1;50;Undirected
1;51;Undirected
1;54;Undirected
1;55;Undirected
1;34;Undirected
1;20;Undirected
1;66;Undirected
1;60;Undirected
1;35;Undirected
1;23;Undirected
1;2;Undirected
85;34;Undirected
85;2;Undirected
52;39;Undirected
52;54;Undirected
52;58;Undirected
52;86;Undirected
10;3;Undirected
10;4;Undirected
10;6;Undirected
10;36;Undirected
10;62;Undirected
10;7;Undirected
10;63;Undirected
10;37;Undirected
10;9;Undirected
10;11;Undirected
10;64;Undirected
10;12;Undirected
10;13;Undirected
10;14;Undirected
10;15;Undirected
10;16;Undirected
10;17;Undirected
10;65;Undirected
10;43;Undirected
10;56;Undirected
10;44;Undirected
10;18;Undirected
10;45;Undirected
10;20;Undirected
10;21;Undirected
10;66;Undirected
10;24;Undirected
10;46;Undirected
10;68;Undirected
11;3;Undirected
11;4;Undirected
11;5;Undirected
11;39;Undirected
11;6;Undirected
11;62;Undirected
11;41;Undirected
11;42;Undirected
11;7;Undirected
11;63;Undirected
11;8;Undirected
11;37;Undirected
11;9;Undirected
11;51;Undirected
11;10;Undirected
11;64;Undirected
11;12;Undirected
11;13;Undirected
11;14;Undirected
11;54;Undirected
11;15;Undirected
11;16;Undirected
11;17;Undirected
11;65;Undirected
11;56;Undirected
11;44;Undirected
11;45;Undirected
11;19;Undirected
11;34;Undirected
11;74;Undirected
11;20;Undirected
11;66;Undirected
11;22;Undirected
11;35;Undirected
11;77;Undirected
11;24;Undirected
11;46;Undirected
11;68;Undirected
76;47;Undirected
76;55;Undirected
76;58;Undirected
53;39;Undirected
53;49;Undirected
53;81;Undirected
53;34;Undirected
53;57;Undirected
53;74;Undirected
53;58;Undirected
53;20;Undirected
53;60;Undirected
53;87;Undirected
72;62;Undirected
72;14;Undirected
72;43;Undirected
72;88;Undirected
72;34;Undirected
72;86;Undirected
64;6;Undirected
64;70;Undirected
64;41;Undirected
64;37;Undirected
64;10;Undirected
64;11;Undirected
64;29;Undirected
64;13;Undirected
64;78;Undirected
64;15;Undirected
64;17;Undirected
64;65;Undirected
64;18;Undirected
64;19;Undirected
64;23;Undirected
64;24;Undirected
12;3;Undirected
12;5;Undirected
12;6;Undirected
12;36;Undirected
12;62;Undirected
12;9;Undirected
12;10;Undirected
12;11;Undirected
12;14;Undirected
12;15;Undirected
12;17;Undirected
12;44;Undirected
12;45;Undirected
12;19;Undirected
12;74;Undirected
12;24;Undirected
12;46;Undirected
29;27;Undirected
29;70;Undirected
29;28;Undirected
29;9;Undirected
29;64;Undirected
29;14;Undirected
29;15;Undirected
29;43;Undirected
29;18;Undirected
29;19;Undirected
29;74;Undirected
29;61;Undirected
29;25;Undirected
29;38;Undirected
89;90;Undirected
89;81;Undirected
89;57;Undirected
89;60;Undirected
89;87;Undirected
89;91;Undirected
89;92;Undirected
13;3;Undirected
13;4;Undirected
13;6;Undirected
13;40;Undirected
13;62;Undirected
13;41;Undirected
13;7;Undirected
13;63;Undirected
13;31;Undirected
13;8;Undirected
13;50;Undirected
13;10;Undirected
13;11;Undirected
13;64;Undirected
13;14;Undirected
13;54;Undirected
13;15;Undirected
13;16;Undirected
13;17;Undirected
13;56;Undirected
13;44;Undirected
13;19;Undirected
13;20;Undirected
13;66;Undirected
13;22;Undirected
13;35;Undirected
13;24;Undirected
13;46;Undirected
13;2;Undirected
13;68;Undirected
14;3;Undirected
14;27;Undirected
14;5;Undirected
14;39;Undirected
14;6;Undirected
14;69;Undirected
14;36;Undirected
14;62;Undirected
14;41;Undirected
14;48;Undirected
14;7;Undirected
14;31;Undirected
14;8;Undirected
14;50;Undirected
14;9;Undirected
14;10;Undirected
14;11;Undirected
14;72;Undirected
14;12;Undirected
14;29;Undirected
14;13;Undirected
14;54;Undirected
14;90;Undirected
14;15;Undirected
14;17;Undirected
14;55;Undirected
14;43;Undirected
14;56;Undirected
14;44;Undirected
14;18;Undirected
14;45;Undirected
14;19;Undirected
14;93;Undirected
14;34;Undirected
14;79;Undirected
14;74;Undirected
14;20;Undirected
14;94;Undirected
14;66;Undirected
14;35;Undirected
14;67;Undirected
14;24;Undirected
14;46;Undirected
14;61;Undirected
14;86;Undirected
14;38;Undirected
14;2;Undirected
14;68;Undirected
14;92;Undirected
73;62;Undirected
73;41;Undirected
73;7;Undirected
73;50;Undirected
73;43;Undirected
73;18;Undirected
73;88;Undirected
73;74;Undirected
73;58;Undirected
73;94;Undirected
73;21;Undirected
73;35;Undirected
73;24;Undirected
73;46;Undirected
78;41;Undirected
78;64;Undirected
78;17;Undirected
54;39;Undirected
54;36;Undirected
54;48;Undirected
54;50;Undirected
54;1;Undirected
54;52;Undirected
54;11;Undirected
54;13;Undirected
54;14;Undirected
54;55;Undirected
54;88;Undirected
54;93;Undirected
54;79;Undirected
54;58;Undirected
54;20;Undirected
54;22;Undirected
54;35;Undirected
54;2;Undirected
54;68;Undirected
90;89;Undirected
90;14;Undirected
90;57;Undirected
90;20;Undirected
90;60;Undirected
90;87;Undirected
90;91;Undirected
90;92;Undirected
15;3;Undirected
15;27;Undirected
15;5;Undirected
15;6;Undirected
15;62;Undirected
15;41;Undirected
15;7;Undirected
15;31;Undirected
15;8;Undirected
15;28;Undirected
15;9;Undirected
15;10;Undirected
15;11;Undirected
15;64;Undirected
15;12;Undirected
15;29;Undirected
15;13;Undirected
15;14;Undirected
15;16;Undirected
15;17;Undirected
15;43;Undirected
15;56;Undirected
15;44;Undirected
15;18;Undirected
15;45;Undirected
15;19;Undirected
15;22;Undirected
15;35;Undirected
15;67;Undirected
15;24;Undirected
15;46;Undirected
15;25;Undirected
15;38;Undirected
16;3;Undirected
16;4;Undirected
16;5;Undirected
16;6;Undirected
16;62;Undirected
16;41;Undirected
16;7;Undirected
16;8;Undirected
16;9;Undirected
16;10;Undirected
16;11;Undirected
16;13;Undirected
16;15;Undirected
16;17;Undirected
16;56;Undirected
16;44;Undirected
16;45;Undirected
16;33;Undirected
16;21;Undirected
16;22;Undirected
16;24;Undirected
16;46;Undirected
16;68;Undirected
17;3;Undirected
17;4;Undirected
17;5;Undirected
17;39;Undirected
17;6;Undirected
17;40;Undirected
17;36;Undirected
17;62;Undirected
17;41;Undirected
17;7;Undirected
17;31;Undirected
17;8;Undirected
17;28;Undirected
17;50;Undirected
17;9;Undirected
17;10;Undirected
17;11;Undirected
17;64;Undirected
17;12;Undirected
17;13;Undirected
17;14;Undirected
17;78;Undirected
17;15;Undirected
17;16;Undirected
17;56;Undirected
17;44;Undirected
17;18;Undirected
17;45;Undirected
17;19;Undirected
17;34;Undirected
17;74;Undirected
17;20;Undirected
17;66;Undirected
17;22;Undirected
17;24;Undirected
17;46;Undirected
17;25;Undirected
17;2;Undirected
17;68;Undirected
65;6;Undirected
65;63;Undirected
65;37;Undirected
65;10;Undirected
65;11;Undirected
65;64;Undirected
55;39;Undirected
55;36;Undirected
55;47;Undirected
55;51;Undirected
55;1;Undirected
55;76;Undirected
55;14;Undirected
55;54;Undirected
55;33;Undirected
55;79;Undirected
55;20;Undirected
55;59;Undirected
55;2;Undirected
55;68;Undirected
32;30;Undirected
32;35;Undirected
32;91;Undirected
95;35;Undirected
43;5;Undirected
43;70;Undirected
43;36;Undirected
43;62;Undirected
43;7;Undirected
43;8;Undirected
43;28;Undirected
43;9;Undirected
43;10;Undirected
43;72;Undirected
43;29;Undirected
43;14;Undirected
43;73;Undirected
43;15;Undirected
43;44;Undirected
43;18;Undirected
43;19;Undirected
43;71;Undirected
43;79;Undirected
43;74;Undirected
43;77;Undirected
43;23;Undirected
43;24;Undirected
43;46;Undirected
43;61;Undirected
43;25;Undirected
43;38;Undirected
43;2;Undirected
43;68;Undirected
56;39;Undirected
56;6;Undirected
56;62;Undirected
56;41;Undirected
56;7;Undirected
56;8;Undirected
56;9;Undirected
56;10;Undirected
56;11;Undirected
56;13;Undirected
56;14;Undirected
56;15;Undirected
56;16;Undirected
56;17;Undirected
56;44;Undirected
56;66;Undirected
56;77;Undirected
56;24;Undirected
56;2;Undirected
56;68;Undirected
44;5;Undirected
44;6;Undirected
44;36;Undirected
44;62;Undirected
44;41;Undirected
44;7;Undirected
44;8;Undirected
44;28;Undirected
44;9;Undirected
44;10;Undirected
44;11;Undirected
44;12;Undirected
44;13;Undirected
44;14;Undirected
44;15;Undirected
44;16;Undirected
44;17;Undirected
44;43;Undirected
44;56;Undirected
44;18;Undirected
44;45;Undirected
44;19;Undirected
44;20;Undirected
44;75;Undirected
44;67;Undirected
44;46;Undirected
44;25;Undirected
44;68;Undirected
18;3;Undirected
18;5;Undirected
18;70;Undirected
18;62;Undirected
18;7;Undirected
18;28;Undirected
18;9;Undirected
18;10;Undirected
18;64;Undirected
18;29;Undirected
18;14;Undirected
18;73;Undirected
18;15;Undirected
18;17;Undirected
18;43;Undirected
18;44;Undirected
18;45;Undirected
18;19;Undirected
18;71;Undirected
18;34;Undirected
18;74;Undirected
18;23;Undirected
18;67;Undirected
18;24;Undirected
18;46;Undirected
18;25;Undirected
18;38;Undirected
18;2;Undirected
45;5;Undirected
45;6;Undirected
45;62;Undirected
45;41;Undirected
45;7;Undirected
45;9;Undirected
45;10;Undirected
45;11;Undirected
45;12;Undirected
45;14;Undirected
45;15;Undirected
45;16;Undirected
45;17;Undirected
45;44;Undirected
45;18;Undirected
45;19;Undirected
45;46;Undirected
33;30;Undirected
33;6;Undirected
33;40;Undirected
33;36;Undirected
33;31;Undirected
33;16;Undirected
33;55;Undirected
33;19;Undirected
33;34;Undirected
33;20;Undirected
33;35;Undirected
33;77;Undirected
33;86;Undirected
33;2;Undirected
19;3;Undirected
19;5;Undirected
19;39;Undirected
19;6;Undirected
19;70;Undirected
19;62;Undirected
19;41;Undirected
19;7;Undirected
19;31;Undirected
19;8;Undirected
19;28;Undirected
19;50;Undirected
19;9;Undirected
19;11;Undirected
19;64;Undirected
19;12;Undirected
19;29;Undirected
19;13;Undirected
19;14;Undirected
19;15;Undirected
19;17;Undirected
19;43;Undirected
19;44;Undirected
19;18;Undirected
19;45;Undirected
19;33;Undirected
19;71;Undirected
19;34;Undirected
19;74;Undirected
19;22;Undirected
19;35;Undirected
19;77;Undirected
19;75;Undirected
19;96;Undirected
19;24;Undirected
19;46;Undirected
19;61;Undirected
19;25;Undirected
19;38;Undirected
19;2;Undirected
19;68;Undirected
88;72;Undirected
88;73;Undirected
88;54;Undirected
88;83;Undirected
88;86;Undirected
93;14;Undirected
93;54;Undirected
93;34;Undirected
93;58;Undirected
93;20;Undirected
93;35;Undirected
93;25;Undirected
93;86;Undirected
93;68;Undirected
83;50;Undirected
83;88;Undirected
83;34;Undirected
83;68;Undirected
71;70;Undirected
71;43;Undirected
71;18;Undirected
71;19;Undirected
81;49;Undirected
81;53;Undirected
81;89;Undirected
81;57;Undirected
81;60;Undirected
81;87;Undirected
81;91;Undirected
34;30;Undirected
34;39;Undirected
34;6;Undirected
34;69;Undirected
34;40;Undirected
34;36;Undirected
34;48;Undirected
34;7;Undirected
34;31;Undirected
34;1;Undirected
34;85;Undirected
34;11;Undirected
34;53;Undirected
34;72;Undirected
34;14;Undirected
34;17;Undirected
34;18;Undirected
34;33;Undirected
34;19;Undirected
34;93;Undirected
34;83;Undirected
34;79;Undirected
34;20;Undirected
34;59;Undirected
34;35;Undirected
34;77;Undirected
34;86;Undirected
34;68;Undirected
79;48;Undirected
79;14;Undirected
79;54;Undirected
79;55;Undirected
79;43;Undirected
79;34;Undirected
79;58;Undirected
79;66;Undirected
79;22;Undirected
57;39;Undirected
57;36;Undirected
57;49;Undirected
57;53;Undirected
57;89;Undirected
57;90;Undirected
57;81;Undirected
57;20;Undirected
57;60;Undirected
57;87;Undirected
57;91;Undirected
57;92;Undirected
74;62;Undirected
74;41;Undirected
74;42;Undirected
74;7;Undirected
74;8;Undirected
74;28;Undirected
74;9;Undirected
74;11;Undirected
74;53;Undirected
74;12;Undirected
74;29;Undirected
74;14;Undirected
74;73;Undirected
74;17;Undirected
74;43;Undirected
74;18;Undirected
74;19;Undirected
74;20;Undirected
74;94;Undirected
74;21;Undirected
74;35;Undirected
74;23;Undirected
74;24;Undirected
74;25;Undirected
74;68;Undirected
58;39;Undirected
58;47;Undirected
58;52;Undirected
58;76;Undirected
58;53;Undirected
58;73;Undirected
58;54;Undirected
58;93;Undirected
58;79;Undirected
58;20;Undirected
58;60;Undirected
58;86;Undirected
20;3;Undirected
20;4;Undirected
20;5;Undirected
20;39;Undirected
20;6;Undirected
20;69;Undirected
20;40;Undirected
20;36;Undirected
20;41;Undirected
20;42;Undirected
20;48;Undirected
20;7;Undirected
20;31;Undirected
20;50;Undirected
20;1;Undirected
20;10;Undirected
20;11;Undirected
20;53;Undirected
20;13;Undirected
20;14;Undirected
20;54;Undirected
20;90;Undirected
20;17;Undirected
20;55;Undirected
20;44;Undirected
20;33;Undirected
20;93;Undirected
20;34;Undirected
20;57;Undirected
20;74;Undirected
20;58;Undirected
20;21;Undirected
20;60;Undirected
20;22;Undirected
20;35;Undirected
20;61;Undirected
20;86;Undirected
20;2;Undirected
20;68;Undirected
94;14;Undirected
94;73;Undirected
94;74;Undirected
94;21;Undirected
94;23;Undirected
59;39;Undirected
59;69;Undirected
59;40;Undirected
59;48;Undirected
59;31;Undirected
59;50;Undirected
59;51;Undirected
59;55;Undirected
59;34;Undirected
59;66;Undirected
59;2;Undirected
21;3;Undirected
21;4;Undirected
21;41;Undirected
21;42;Undirected
21;7;Undirected
21;50;Undirected
21;10;Undirected
21;73;Undirected
21;16;Undirected
21;74;Undirected
21;20;Undirected
21;94;Undirected
21;35;Undirected
21;23;Undirected
66;6;Undirected
66;36;Undirected
66;41;Undirected
66;42;Undirected
66;7;Undirected
66;31;Undirected
66;8;Undirected
66;50;Undirected
66;1;Undirected
66;10;Undirected
66;11;Undirected
66;13;Undirected
66;14;Undirected
66;17;Undirected
66;56;Undirected
66;79;Undirected
66;59;Undirected
66;60;Undirected
66;22;Undirected
66;75;Undirected
66;80;Undirected
66;2;Undirected
66;68;Undirected
60;39;Undirected
60;36;Undirected
60;49;Undirected
60;1;Undirected
60;53;Undirected
60;89;Undirected
60;90;Undirected
60;81;Undirected
60;57;Undirected
60;58;Undirected
60;20;Undirected
60;66;Undirected
60;87;Undirected
60;91;Undirected
60;92;Undirected
22;3;Undirected
22;5;Undirected
22;39;Undirected
22;6;Undirected
22;62;Undirected
22;47;Undirected
22;7;Undirected
22;63;Undirected
22;28;Undirected
22;50;Undirected
22;37;Undirected
22;11;Undirected
22;13;Undirected
22;54;Undirected
22;15;Undirected
22;16;Undirected
22;17;Undirected
22;19;Undirected
22;79;Undirected
22;20;Undirected
22;66;Undirected
22;24;Undirected
22;68;Undirected
35;30;Undirected
35;40;Undirected
35;36;Undirected
35;31;Undirected
35;8;Undirected
35;50;Undirected
35;1;Undirected
35;11;Undirected
35;13;Undirected
35;14;Undirected
35;73;Undirected
35;54;Undirected
35;15;Undirected
35;32;Undirected
35;95;Undirected
35;33;Undirected
35;19;Undirected
35;93;Undirected
35;34;Undirected
35;74;Undirected
35;20;Undirected
35;21;Undirected
35;61;Undirected
35;2;Undirected
35;68;Undirected
77;47;Undirected
77;50;Undirected
77;11;Undirected
77;43;Undirected
77;56;Undirected
77;33;Undirected
77;19;Undirected
77;34;Undirected
77;24;Undirected
77;25;Undirected
77;86;Undirected
77;2;Undirected
75;62;Undirected
75;42;Undirected
75;31;Undirected
75;50;Undirected
75;44;Undirected
75;19;Undirected
75;66;Undirected
75;68;Undirected
23;3;Undirected
23;62;Undirected
23;41;Undirected
23;42;Undirected
23;7;Undirected
23;31;Undirected
23;50;Undirected
23;1;Undirected
23;64;Undirected
23;43;Undirected
23;18;Undirected
23;74;Undirected
23;94;Undirected
23;21;Undirected
23;24;Undirected
23;46;Undirected
23;25;Undirected
23;86;Undirected
67;6;Undirected
67;41;Undirected
67;7;Undirected
67;28;Undirected
67;9;Undirected
67;14;Undirected
67;15;Undirected
67;44;Undirected
67;18;Undirected
67;46;Undirected
96;19;Undirected
24;3;Undirected
24;4;Undirected
24;5;Undirected
24;6;Undirected
24;62;Undirected
24;7;Undirected
24;9;Undirected
24;10;Undirected
24;11;Undirected
24;64;Undirected
24;12;Undirected
24;13;Undirected
24;14;Undirected
24;73;Undirected
24;15;Undirected
24;16;Undirected
24;17;Undirected
24;43;Undirected
24;56;Undirected
24;18;Undirected
24;19;Undirected
24;74;Undirected
24;22;Undirected
24;77;Undirected
24;23;Undirected
24;46;Undirected
80;31;Undirected
80;50;Undirected
80;66;Undirected
80;68;Undirected
46;5;Undirected
46;6;Undirected
46;40;Undirected
46;62;Undirected
46;41;Undirected
46;7;Undirected
46;8;Undirected
46;28;Undirected
46;9;Undirected
46;10;Undirected
46;11;Undirected
46;12;Undirected
46;13;Undirected
46;14;Undirected
46;73;Undirected
46;15;Undirected
46;16;Undirected
46;17;Undirected
46;43;Undirected
46;44;Undirected
46;18;Undirected
46;45;Undirected
46;19;Undirected
46;23;Undirected
46;67;Undirected
46;24;Undirected
46;61;Undirected
46;25;Undirected
46;2;Undirected
87;53;Undirected
87;89;Undirected
87;90;Undirected
87;81;Undirected
87;57;Undirected
87;60;Undirected
87;91;Undirected
87;92;Undirected
61;39;Undirected
61;62;Undirected
61;28;Undirected
61;9;Undirected
61;29;Undirected
61;14;Undirected
61;43;Undirected
61;19;Undirected
61;20;Undirected
61;35;Undirected
61;46;Undirected
61;25;Undirected
61;38;Undirected
25;3;Undirected
25;5;Undirected
25;62;Undirected
25;41;Undirected
25;8;Undirected
25;28;Undirected
25;9;Undirected
25;29;Undirected
25;15;Undirected
25;17;Undirected
25;43;Undirected
25;44;Undirected
25;18;Undirected
25;19;Undirected
25;93;Undirected
25;74;Undirected
25;77;Undirected
25;23;Undirected
25;46;Undirected
25;61;Undirected
25;38;Undirected
25;68;Undirected
91;89;Undirected
91;90;Undirected
91;32;Undirected
91;81;Undirected
91;57;Undirected
91;60;Undirected
91;87;Undirected
86;52;Undirected
86;72;Undirected
86;14;Undirected
86;33;Undirected
86;88;Undirected
86;93;Undirected
86;34;Undirected
86;58;Undirected
86;20;Undirected
86;77;Undirected
86;23;Undirected
38;4;Undirected
38;28;Undirected
38;9;Undirected
38;29;Undirected
38;14;Undirected
38;15;Undirected
38;43;Undirected
38;18;Undirected
38;19;Undirected
38;61;Undirected
38;25;Undirected
2;0;Undirected
2;30;Undirected
2;4;Undirected
2;39;Undirected
2;41;Undirected
2;42;Undirected
2;31;Undirected
2;28;Undirected
2;9;Undirected
2;51;Undirected
2;1;Undirected
2;85;Undirected
2;13;Undirected
2;14;Undirected
2;54;Undirected
2;17;Undirected
2;55;Undirected
2;43;Undirected
2;56;Undirected
2;18;Undirected
2;33;Undirected
2;19;Undirected
2;20;Undirected
2;59;Undirected
2;66;Undirected
2;35;Undirected
2;77;Undirected
2;46;Undirected
68;6;Undirected
68;62;Undirected
68;47;Undirected
68;42;Undirected
68;31;Undirected
68;8;Undirected
68;50;Undirected
68;10;Undirected
68;11;Undirected
68;13;Undirected
68;14;Undirected
68;54;Undirected
68;16;Undirected
68;17;Undirected
68;55;Undirected
68;43;Undirected
68;56;Undirected
68;44;Undirected
68;19;Undirected
68;93;Undirected
68;83;Undirected
68;34;Undirected
68;74;Undirected
68;20;Undirected
68;66;Undirected
68;22;Undirected
68;35;Undirected
